OBJECTID,neighborhood,Response Month,Response Day,Response Year,citationIssued,policePrecinct,citationCnt
49051,St. Anthony West,09,29,2017,YES,2,1
49054,Steven's Square - Loring Heights,09,29,2017,YES,5,1
49056,Jordan,09,29,2017,YES,4,1
49058,Whittier,09,29,2017,YES,5,1
49064,Jordan,09,29,2017,YES,4,1
49079,Unknown,09,29,2017,YES,,1
49082,Whittier,09,29,2017,YES,5,1
49083,Downtown West,09,29,2017,YES,1,1
49090,Central,09,29,2017,YES,3,1
49100,Steven's Square - Loring Heights,09,29,2017,YES,5,1
49106,Whittier,09,29,2017,YES,5,1
49115,Whittier,09,29,2017,YES,5,1
49118,Whittier,09,29,2017,YES,5,1
49123,ECCO,09,29,2017,YES,5,1
49125,Beltrami,09,29,2017,YES,2,1
49126,Hawthorne,09,29,2017,YES,4,1
49132,Near - North,09,29,2017,YES,4,1
49137,Hawthorne,09,29,2017,YES,4,1
49148,Downtown West,09,29,2017,YES,1,1
49153,Phillips West,09,29,2017,YES,3,1
49155,Phillips West,09,29,2017,YES,3,1
49160,Hawthorne,09,29,2017,YES,4,1
49162,St. Anthony East,09,29,2017,YES,2,1
49173,Elliot Park,09,29,2017,YES,1,1
49180,East Phillips,09,29,2017,YES,3,1
49190,Downtown West,09,29,2017,YES,1,1
49201,Nicollet Island - East Bank,09,30,2017,YES,2,1
49202,Downtown West,09,30,2017,YES,1,1
49204,North Loop,09,30,2017,YES,1,1
49205,Nicollet Island - East Bank,09,30,2017,YES,2,1
49229,Steven's Square - Loring Heights,09,30,2017,YES,5,1
49242,Whittier,09,30,2017,YES,5,1
49248,Whittier,09,30,2017,YES,5,1
49249,CARAG,09,30,2017,YES,5,1
49257,Lyndale,09,30,2017,YES,5,1
49260,Victory,09,30,2017,YES,4,1
49262,Jordan,09,30,2017,YES,4,1
49264,Victory,09,30,2017,YES,4,1
49267,Lyndale,09,30,2017,YES,5,1
49268,Longfellow,09,30,2017,YES,3,1
49270,Harrison,09,30,2017,YES,4,1
49271,Victory,09,30,2017,YES,4,1
49275,Victory,09,30,2017,YES,4,1
49277,Hiawatha,09,30,2017,YES,3,1
49278,Victory,09,30,2017,YES,4,1
49280,Seward,09,30,2017,YES,3,1
49281,Hale,09,30,2017,YES,3,1
49283,Phillips West,09,30,2017,YES,3,1
49288,Powderhorn Park,09,30,2017,YES,3,1
49294,Longfellow,09,30,2017,YES,3,1
49311,McKinley,09,30,2017,YES,4,1
49327,Nicollet Island - East Bank,10,01,2017,YES,2,1
49328,Downtown West,10,01,2017,YES,1,1
49339,Elliot Park,10,01,2017,YES,1,1
49345,Nicollet Island - East Bank,10,01,2017,YES,2,1
49353,East Isles,10,01,2017,YES,5,1
49355,East Isles,10,01,2017,YES,5,1
49375,Holland,10,01,2017,YES,2,1
49384,Northeast Park,10,01,2017,YES,2,1
49399,Lyndale,10,01,2017,YES,5,1
49403,Ventura Village,10,01,2017,YES,3,1
49407,Lyndale,10,01,2017,YES,5,1
49471,Downtown West,10,02,2017,YES,1,1
49473,Near - North,10,02,2017,YES,4,1
49476,Hawthorne,10,02,2017,YES,4,1
49481,Downtown West,10,02,2017,YES,1,1
49486,Jordan,10,02,2017,YES,4,1
49542,Lowry Hill,10,02,2017,YES,5,1
49543,St. Anthony West,10,02,2017,YES,2,1
49557,Whittier,10,03,2017,YES,5,1
49558,Steven's Square - Loring Heights,10,03,2017,YES,5,1
49559,Loring Park,10,03,2017,YES,1,1
49568,St. Anthony East,10,03,2017,YES,2,1
49569,Whittier,10,03,2017,YES,5,1
49575,Willard - Hay,10,03,2017,YES,4,1
49576,Corcoran,10,03,2017,YES,3,1
49586,St. Anthony East,10,03,2017,YES,2,1
49591,Hawthorne,10,03,2017,YES,4,1
49595,Folwell,10,03,2017,YES,4,1
49601,Hawthorne,10,03,2017,YES,4,1
49603,Whittier,10,03,2017,YES,5,1
49604,Whittier,10,03,2017,YES,5,1
49605,Hawthorne,10,03,2017,YES,4,1
49606,Hawthorne,10,03,2017,YES,4,1
49611,Lyndale,10,03,2017,YES,5,1
49615,Whittier,10,03,2017,YES,5,1
49618,St. Anthony East,10,03,2017,YES,2,1
49623,Steven's Square - Loring Heights,10,03,2017,YES,5,1
49629,McKinley,10,03,2017,YES,4,1
49633,Phillips West,10,03,2017,YES,3,1
49641,Midtown Phillips,10,03,2017,YES,3,1
49693,Downtown West,10,03,2017,YES,1,1
49697,Willard - Hay,10,03,2017,YES,4,1
49700,Holland,10,03,2017,YES,2,1
49706,King Field,10,03,2017,YES,5,1
49718,Steven's Square - Loring Heights,10,03,2017,YES,5,1
49725,Whittier,10,04,2017,YES,5,1
49741,Loring Park,10,04,2017,YES,1,1
49765,Whittier,10,04,2017,YES,5,1
49767,Logan Park,10,04,2017,YES,2,1
49772,Windom Park,10,04,2017,YES,2,1
49800,Whittier,10,04,2017,YES,5,1
49803,Whittier,10,04,2017,YES,5,1
49812,Lowry Hill East,10,04,2017,YES,5,1
49817,Lyndale,10,04,2017,YES,5,1
49820,St. Anthony East,10,04,2017,YES,2,1
49825,Hawthorne,10,04,2017,YES,4,1
49827,Whittier,10,04,2017,YES,5,1
49830,Jordan,10,04,2017,YES,4,1
49832,Hawthorne,10,04,2017,YES,4,1
49836,Hawthorne,10,04,2017,YES,4,1
49843,Folwell,10,04,2017,YES,4,1
49845,Jordan,10,04,2017,YES,4,1
49853,Holland,10,04,2017,YES,2,1
49854,Whittier,10,04,2017,YES,5,1
49859,Nicollet Island - East Bank,10,04,2017,YES,2,1
49861,Near - North,10,04,2017,YES,4,1
49864,Nicollet Island - East Bank,10,04,2017,YES,2,1
49868,Nicollet Island - East Bank,10,04,2017,YES,2,1
49869,Nicollet Island - East Bank,10,04,2017,YES,2,1
49875,Hawthorne,10,04,2017,YES,4,1
49876,Nicollet Island - East Bank,10,04,2017,YES,2,1
49881,Lowry Hill East,10,04,2017,YES,5,1
49883,East Phillips,10,04,2017,YES,3,1
49905,Hiawatha,10,04,2017,YES,3,1
49908,Whittier,10,04,2017,YES,5,1
49916,Downtown West,10,04,2017,YES,1,1
49931,Downtown West,10,04,2017,YES,1,1
49939,Jordan,10,04,2017,YES,4,1
49940,Marcy Holmes,10,04,2017,YES,2,1
49961,Jordan,10,04,2017,YES,4,1
49984,St. Anthony West,10,05,2017,YES,2,1
49985,St. Anthony West,10,05,2017,YES,2,1
49991,North Loop,10,05,2017,YES,1,1
49993,Powderhorn Park,10,05,2017,YES,3,1
49997,Lyndale,10,05,2017,YES,5,1
49998,Downtown West,10,05,2017,YES,1,1
50014,Tangletown,10,05,2017,YES,5,1
50029,CARAG,10,05,2017,YES,5,1
50032,Near - North,10,05,2017,YES,4,1
50042,Jordan,10,05,2017,YES,4,1
50058,Webber - Camden,10,05,2017,YES,4,1
50063,Near - North,10,05,2017,YES,4,1
50064,Near - North,10,05,2017,YES,4,1
50076,Hawthorne,10,05,2017,YES,4,1
50080,Lyndale,10,05,2017,YES,5,1
50082,Bancroft,10,05,2017,YES,3,1
50084,Minnehaha,10,05,2017,YES,3,1
50094,Marcy Holmes,10,05,2017,YES,2,1
50101,Marcy Holmes,10,05,2017,YES,2,1
50130,Marcy Holmes,10,06,2017,YES,2,1
50155,East Phillips,10,06,2017,YES,3,1
50157,Central,10,06,2017,YES,3,1
50169,Hawthorne,10,06,2017,YES,4,1
50170,Hawthorne,10,06,2017,YES,4,1
50171,Hawthorne,10,06,2017,YES,4,1
50175,Webber - Camden,10,06,2017,YES,4,1
50176,Near - North,10,06,2017,YES,4,1
50177,Hawthorne,10,06,2017,YES,4,1
50181,Downtown West,10,06,2017,YES,1,1
50184,Lyndale,10,06,2017,YES,5,1
50190,Whittier,10,06,2017,YES,5,1
50194,Folwell,10,06,2017,YES,4,1
50195,Unknown,10,06,2017,YES,,1
50218,Downtown West,10,06,2017,YES,1,1
50230,Downtown West,10,06,2017,YES,1,1
50244,Victory,10,06,2017,YES,4,1
50245,Downtown West,10,06,2017,YES,1,1
50253,Loring Park,10,07,2017,YES,1,1
50260,Downtown West,10,07,2017,YES,1,1
50286,King Field,10,07,2017,YES,5,1
50303,Whittier,10,07,2017,YES,5,1
50308,Longfellow,10,07,2017,YES,3,1
50314,Whittier,10,07,2017,YES,5,1
50351,Cedar Riverside,10,07,2017,YES,1,1
50353,Downtown West,10,07,2017,YES,1,1
50358,Downtown West,10,07,2017,YES,1,1
50385,St. Anthony East,10,08,2017,YES,2,1
50389,Whittier,10,08,2017,YES,5,1
50393,Cedar Riverside,10,08,2017,YES,1,1
50413,Whittier,10,08,2017,YES,5,1
50421,Lyndale,10,08,2017,YES,5,1
50443,East Harriet,10,08,2017,YES,5,1
50448,North Loop,10,08,2017,YES,1,1
50471,Holland,10,09,2017,YES,2,1
50474,Downtown West,10,09,2017,YES,1,1
50481,Whittier,10,09,2017,YES,5,1
50485,Downtown West,10,09,2017,YES,1,1
50493,Sumner - Glenwood,10,09,2017,YES,4,1
50500,Logan Park,10,09,2017,YES,2,1
50504,Whittier,10,09,2017,YES,5,1
50511,Near - North,10,09,2017,YES,4,1
50512,Harrison,10,09,2017,YES,4,1
50519,Hawthorne,10,09,2017,YES,4,1
50521,Folwell,10,09,2017,YES,4,1
50525,McKinley,10,09,2017,YES,4,1
50532,Whittier,10,09,2017,YES,5,1
50535,Hawthorne,10,09,2017,YES,4,1
50539,Hawthorne,10,09,2017,YES,4,1
50540,Whittier,10,09,2017,YES,5,1
50557,Lowry Hill,10,09,2017,YES,5,1
50564,Phillips West,10,09,2017,YES,3,1
50567,Phillips West,10,09,2017,YES,3,1
50571,Phillips West,10,09,2017,YES,3,1
50574,East Phillips,10,09,2017,YES,3,1
50579,Minnehaha,10,09,2017,YES,3,1
50583,CARAG,10,09,2017,YES,5,1
50585,Prospect Park - East River Road,10,09,2017,YES,2,1
50588,Corcoran,10,09,2017,YES,3,1
50594,Northeast Park,10,09,2017,YES,2,1
50608,Hawthorne,10,10,2017,YES,4,1
50610,Lyndale,10,10,2017,YES,5,1
50656,Lyndale,10,10,2017,YES,5,1
50669,Cedar - Isles - Dean,10,10,2017,YES,5,1
50675,Downtown West,10,10,2017,YES,1,1
50686,North Loop,10,10,2017,YES,1,1
50688,Lyndale,10,10,2017,YES,5,1
50690,Whittier,10,10,2017,YES,5,1
50707,Marcy Holmes,10,10,2017,YES,2,1
50708,Windom Park,10,10,2017,YES,2,1
50723,Loring Park,10,10,2017,YES,1,1
50731,Steven's Square - Loring Heights,10,10,2017,YES,5,1
50741,Downtown West,10,10,2017,YES,1,1
50782,Downtown West,10,11,2017,YES,1,1
50785,Steven's Square - Loring Heights,10,11,2017,YES,5,1
50787,Standish,10,11,2017,YES,3,1
50790,Downtown West,10,11,2017,YES,1,1
50791,Central,10,11,2017,YES,3,1
50795,Bottineau,10,11,2017,YES,2,1
50808,Whittier,10,11,2017,YES,5,1
50809,Lyndale,10,11,2017,YES,5,1
50812,King Field,10,11,2017,YES,5,1
50817,Near - North,10,11,2017,YES,4,1
50829,Northrop,10,11,2017,YES,3,1
50833,Windom Park,10,11,2017,YES,2,1
50841,Steven's Square - Loring Heights,10,11,2017,YES,5,1
50854,Folwell,10,11,2017,YES,4,1
50856,Steven's Square - Loring Heights,10,11,2017,YES,5,1
50858,Jordan,10,11,2017,YES,4,1
50859,Marcy Holmes,10,11,2017,YES,2,1
50868,Nicollet Island - East Bank,10,11,2017,YES,2,1
50872,Jordan,10,11,2017,YES,4,1
50874,Nicollet Island - East Bank,10,11,2017,YES,2,1
50876,Nicollet Island - East Bank,10,11,2017,YES,2,1
50880,Whittier,10,11,2017,YES,5,1
50881,Nicollet Island - East Bank,10,11,2017,YES,2,1
50885,Nicollet Island - East Bank,10,11,2017,YES,2,1
50892,Nicollet Island - East Bank,10,11,2017,YES,2,1
50896,St. Anthony East,10,11,2017,YES,2,1
50902,Powderhorn Park,10,11,2017,YES,3,1
50903,Folwell,10,11,2017,YES,4,1
50914,Hiawatha,10,11,2017,YES,3,1
50920,Longfellow,10,11,2017,YES,3,1
50922,Downtown West,10,11,2017,YES,1,1
50936,Marshall Terrace,10,12,2017,YES,2,1
50940,Holland,10,12,2017,YES,2,1
50962,East Phillips,10,12,2017,YES,3,1
50979,Logan Park,10,12,2017,YES,2,1
50982,Near - North,10,12,2017,YES,4,1
50986,Whittier,10,12,2017,YES,5,1
50990,Jordan,10,12,2017,YES,4,1
50992,Hawthorne,10,12,2017,YES,4,1
50993,Harrison,10,12,2017,YES,4,1
50995,Bryn - Mawr,10,12,2017,YES,4,1
50997,Bryn - Mawr,10,12,2017,YES,4,1
50998,Bryn - Mawr,10,12,2017,YES,4,1
50999,Bryn - Mawr,10,12,2017,YES,4,1
51006,Cleveland,10,12,2017,YES,4,1
51063,Holland,10,13,2017,YES,2,1
51103,Lowry Hill East,10,13,2017,YES,5,1
51104,Whittier,10,13,2017,YES,5,1
51107,Whittier,10,13,2017,YES,5,1
51126,Hawthorne,10,13,2017,YES,4,1
51134,Jordan,10,13,2017,YES,4,1
51135,Whittier,10,13,2017,YES,5,1
51136,Whittier,10,13,2017,YES,5,1
51145,Near - North,10,13,2017,YES,4,1
51146,Hawthorne,10,13,2017,YES,4,1
51149,Jordan,10,13,2017,YES,4,1
51150,Downtown West,10,13,2017,YES,1,1
51155,Hawthorne,10,13,2017,YES,4,1
51158,Downtown West,10,13,2017,YES,1,1
51159,Hawthorne,10,13,2017,YES,4,1
51160,Willard - Hay,10,13,2017,YES,4,1
51164,East Phillips,10,13,2017,YES,3,1
51166,Tangletown,10,13,2017,YES,5,1
51173,Steven's Square - Loring Heights,10,13,2017,YES,5,1
51174,Harrison,10,13,2017,YES,4,1
51176,Unknown,10,13,2017,YES,,1
51177,Harrison,10,13,2017,YES,4,1
51198,Seward,10,13,2017,YES,3,1
51199,Lowry Hill East,10,13,2017,YES,5,1
51203,Cedar - Isles - Dean,10,13,2017,YES,5,1
51206,CARAG,10,13,2017,YES,5,1
51209,CARAG,10,13,2017,YES,5,1
51212,Central,10,13,2017,YES,3,1
51221,Audubon Park,10,13,2017,YES,2,1
51227,Downtown West,10,13,2017,YES,1,1
51230,Ventura Village,10,13,2017,YES,3,1
51235,Downtown West,10,13,2017,YES,1,1
51239,Cedar Riverside,10,13,2017,YES,1,1
51242,Cedar Riverside,10,13,2017,YES,1,1
51245,Mid - City Industrial,10,13,2017,YES,2,1
51247,Downtown West,10,13,2017,YES,1,1
51249,Beltrami,10,13,2017,YES,2,1
51256,Downtown West,10,14,2017,YES,1,1
51258,Downtown West,10,14,2017,YES,1,1
51276,Downtown West,10,14,2017,YES,1,1
51283,Bryant,10,14,2017,YES,3,1
51286,Marcy Holmes,10,14,2017,YES,2,1
51288,McKinley,10,14,2017,YES,4,1
51293,Powderhorn Park,10,14,2017,YES,3,1
51302,Lowry Hill East,10,14,2017,YES,5,1
51303,Whittier,10,14,2017,YES,5,1
51312,Longfellow,10,14,2017,YES,3,1
51315,Steven's Square - Loring Heights,10,14,2017,YES,5,1
51317,CARAG,10,14,2017,YES,5,1
51319,Minnehaha,10,14,2017,YES,3,1
51320,Howe,10,14,2017,YES,3,1
51328,Marcy Holmes,10,14,2017,YES,2,1
51329,Unknown,10,14,2017,YES,,1
51334,Prospect Park - East River Road,10,14,2017,YES,2,1
51340,Mid - City Industrial,10,14,2017,YES,2,1
51341,Nicollet Island - East Bank,10,14,2017,YES,2,1
51343,Beltrami,10,14,2017,YES,2,1
51351,Nicollet Island - East Bank,10,14,2017,YES,2,1
51352,North Loop,10,14,2017,YES,1,1
51355,Downtown West,10,14,2017,YES,1,1
51356,Lowry Hill East,10,14,2017,YES,5,1
51361,ECCO,10,14,2017,YES,5,1
51362,East Isles,10,15,2017,YES,5,1
51364,North Loop,10,15,2017,YES,1,1
51365,Downtown East,10,15,2017,YES,1,1
51408,Bryn - Mawr,10,15,2017,YES,4,1
51452,Near - North,10,15,2017,YES,4,1
51488,Unknown,10,16,2017,YES,,1
51491,Willard - Hay,10,16,2017,YES,4,1
51496,Ventura Village,10,16,2017,YES,3,1
51507,Willard - Hay,10,16,2017,YES,4,1
51508,Downtown West,10,16,2017,YES,1,1
51518,Near - North,10,16,2017,YES,4,1
51521,Downtown West,10,16,2017,YES,1,1
51531,Midtown Phillips,10,16,2017,YES,3,1
51542,Central,10,16,2017,YES,3,1
51556,Windom,10,16,2017,YES,5,1
51597,Lyndale,10,17,2017,YES,5,1
51605,Lyndale,10,17,2017,YES,5,1
51616,Powderhorn Park,10,17,2017,YES,3,1
51626,Jordan,10,17,2017,YES,4,1
51629,Jordan,10,17,2017,YES,4,1
51633,Jordan,10,17,2017,YES,4,1
51637,Folwell,10,17,2017,YES,4,1
51639,Folwell,10,17,2017,YES,4,1
51649,Victory,10,17,2017,YES,4,1
51655,Downtown East,10,17,2017,YES,1,1
51658,Cedar Riverside,10,17,2017,YES,1,1
51663,University of Minnesota,10,17,2017,YES,2,1
51667,Jordan,10,17,2017,YES,4,1
51669,Como,10,17,2017,YES,2,1
51671,Downtown West,10,17,2017,YES,1,1
51672,Longfellow,10,17,2017,YES,3,1
51682,Hiawatha,10,17,2017,YES,3,1
51685,Near - North,10,17,2017,YES,4,1
51688,Longfellow,10,17,2017,YES,3,1
51691,Lyndale,10,17,2017,YES,5,1
51696,Phillips West,10,17,2017,YES,3,1
51706,North Loop,10,17,2017,YES,1,1
51710,Downtown East,10,17,2017,YES,1,1
51724,Near - North,10,17,2017,YES,4,1
51736,Elliot Park,10,18,2017,YES,1,1
51741,Downtown West,10,18,2017,YES,1,1
51755,Lyndale,10,18,2017,YES,5,1
51765,Hiawatha,10,18,2017,YES,3,1
51767,Regina,10,18,2017,YES,3,1
51782,Cleveland,10,18,2017,YES,4,1
51784,Hawthorne,10,18,2017,YES,4,1
51785,Folwell,10,18,2017,YES,4,1
51786,Near - North,10,18,2017,YES,4,1
51789,Hawthorne,10,18,2017,YES,4,1
51791,Near - North,10,18,2017,YES,4,1
51794,Downtown West,10,18,2017,YES,1,1
51795,Mid - City Industrial,10,18,2017,YES,2,1
51796,Downtown West,10,18,2017,YES,1,1
51842,Northeast Park,10,18,2017,YES,2,1
51847,Lowry Hill East,10,18,2017,YES,5,1
51867,Folwell,10,19,2017,YES,4,1
51875,Beltrami,10,19,2017,YES,2,1
51889,Minnehaha,10,19,2017,YES,3,1
51893,Ericsson,10,19,2017,YES,3,1
51896,Sheridan,10,19,2017,YES,2,1
51898,Downtown West,10,19,2017,YES,1,1
51899,Nicollet Island - East Bank,10,19,2017,YES,2,1
51901,Downtown West,10,19,2017,YES,1,1
51906,Hawthorne,10,19,2017,YES,4,1
51908,Hawthorne,10,19,2017,YES,4,1
51909,Downtown West,10,19,2017,YES,1,1
51915,Northeast Park,10,19,2017,YES,2,1
51923,Loring Park,10,19,2017,YES,1,1
51926,Near - North,10,19,2017,YES,4,1
51930,Folwell,10,19,2017,YES,4,1
51933,Marcy Holmes,10,19,2017,YES,2,1
51937,Jordan,10,19,2017,YES,4,1
51943,Hawthorne,10,19,2017,YES,4,1
51946,Bryn - Mawr,10,19,2017,YES,4,1
51947,Bryn - Mawr,10,19,2017,YES,4,1
51950,Bryn - Mawr,10,19,2017,YES,4,1
51955,Hiawatha,10,19,2017,YES,3,1
51956,Near - North,10,19,2017,YES,4,1
51957,Howe,10,19,2017,YES,3,1
51960,McKinley,10,19,2017,YES,4,1
51966,Audubon Park,10,19,2017,YES,2,1
51969,Victory,10,19,2017,YES,4,1
51971,Victory,10,19,2017,YES,4,1
51978,Downtown West,10,19,2017,YES,1,1
51983,Nicollet Island - East Bank,10,19,2017,YES,2,1
51990,Marcy Holmes,10,19,2017,YES,2,1
51991,University of Minnesota,10,19,2017,YES,2,1
51996,Marcy Holmes,10,19,2017,YES,2,1
52005,Downtown East,10,19,2017,YES,1,1
52012,Mid - City Industrial,10,19,2017,YES,2,1
52014,Mid - City Industrial,10,19,2017,YES,2,1
52019,Como,10,20,2017,YES,2,1
52024,Como,10,20,2017,YES,2,1
52033,Webber - Camden,10,20,2017,YES,4,1
52039,Nicollet Island - East Bank,10,20,2017,YES,2,1
52068,Midtown Phillips,10,20,2017,YES,3,1
52072,Jordan,10,20,2017,YES,4,1
52079,Willard - Hay,10,20,2017,YES,4,1
52082,Willard - Hay,10,20,2017,YES,4,1
52084,Willard - Hay,10,20,2017,YES,4,1
52085,Willard - Hay,10,20,2017,YES,4,1
52086,Willard - Hay,10,20,2017,YES,4,1
52089,Willard - Hay,10,20,2017,YES,4,1
52091,Downtown West,10,20,2017,YES,1,1
52093,Willard - Hay,10,20,2017,YES,4,1
52102,Near - North,10,20,2017,YES,4,1
52103,Downtown West,10,20,2017,YES,1,1
52104,Downtown West,10,20,2017,YES,1,1
52112,Lyndale,10,20,2017,YES,5,1
52121,St. Anthony East,10,20,2017,YES,2,1
52125,East Phillips,10,20,2017,YES,3,1
52127,Whittier,10,20,2017,YES,5,1
52139,Hawthorne,10,20,2017,YES,4,1
52189,Marcy Holmes,10,20,2017,YES,2,1
52195,Nicollet Island - East Bank,10,20,2017,YES,2,1
52197,Marcy Holmes,10,20,2017,YES,2,1
52200,Near - North,10,20,2017,YES,4,1
52208,Longfellow,10,20,2017,YES,3,1
52227,University of Minnesota,10,21,2017,YES,2,1
52240,Holland,10,21,2017,YES,2,1
52246,Windom Park,10,21,2017,YES,2,1
52278,Whittier,10,21,2017,YES,5,1
52286,Folwell,10,21,2017,YES,4,1
52289,Cleveland,10,21,2017,YES,4,1
52303,Downtown East,10,21,2017,YES,1,1
52310,Nicollet Island - East Bank,10,21,2017,YES,2,1
52313,Nicollet Island - East Bank,10,21,2017,YES,2,1
52320,Nicollet Island - East Bank,10,21,2017,YES,2,1
52335,Nicollet Island - East Bank,10,22,2017,YES,2,1
52341,Marcy Holmes,10,22,2017,YES,2,1
52346,North Loop,10,22,2017,YES,1,1
52347,Downtown East,10,22,2017,YES,1,1
52351,Downtown East,10,22,2017,YES,1,1
52354,Nicollet Island - East Bank,10,22,2017,YES,2,1
52356,Nicollet Island - East Bank,10,22,2017,YES,2,1
52396,Steven's Square - Loring Heights,10,22,2017,YES,5,1
52425,King Field,10,22,2017,YES,5,1
52429,Central,10,23,2017,YES,3,1
52444,Marshall Terrace,10,23,2017,YES,2,1
52445,East Phillips,10,23,2017,YES,3,1
52446,Steven's Square - Loring Heights,10,23,2017,YES,5,1
52448,Lyndale,10,23,2017,YES,5,1
52465,Central,10,23,2017,YES,3,1
52467,Hawthorne,10,23,2017,YES,4,1
52471,Tangletown,10,23,2017,YES,5,1
52486,Near - North,10,23,2017,YES,4,1
52488,Ventura Village,10,23,2017,YES,3,1
52495,Near - North,10,23,2017,YES,4,1
52497,Whittier,10,23,2017,YES,5,1
52498,Jordan,10,23,2017,YES,4,1
52506,Folwell,10,23,2017,YES,4,1
52508,Jordan,10,23,2017,YES,4,1
52515,Lyndale,10,23,2017,YES,5,1
52524,Lowry Hill East,10,23,2017,YES,5,1
52525,King Field,10,23,2017,YES,5,1
52586,Hawthorne,10,24,2017,YES,4,1
52588,Lyndale,10,24,2017,YES,5,1
52589,Hawthorne,10,24,2017,YES,4,1
52590,Whittier,10,24,2017,YES,5,1
52594,Jordan,10,24,2017,YES,4,1
52602,Near - North,10,24,2017,YES,4,1
52603,Lind - Bohanon,10,24,2017,YES,4,1
52607,Cleveland,10,24,2017,YES,4,1
52622,Downtown West,10,24,2017,YES,1,1
52627,Ericsson,10,24,2017,YES,3,1
52628,Willard - Hay,10,24,2017,YES,4,1
52633,Near - North,10,24,2017,YES,4,1
52680,Jordan,10,24,2017,YES,4,1
52681,Lyndale,10,24,2017,YES,5,1
52682,Holland,10,24,2017,YES,2,1
52686,Victory,10,24,2017,YES,4,1
52714,Ventura Village,10,25,2017,YES,3,1
52718,Ventura Village,10,25,2017,YES,3,1
52721,Central,10,25,2017,YES,3,1
52725,Powderhorn Park,10,25,2017,YES,3,1
52732,Jordan,10,25,2017,YES,4,1
52741,Near - North,10,25,2017,YES,4,1
52747,Willard - Hay,10,25,2017,YES,4,1
52752,Folwell,10,25,2017,YES,4,1
52753,Near - North,10,25,2017,YES,4,1
52756,Folwell,10,25,2017,YES,4,1
52758,Jordan,10,25,2017,YES,4,1
52760,Whittier,10,25,2017,YES,5,1
52761,Jordan,10,25,2017,YES,4,1
52763,Willard - Hay,10,25,2017,YES,4,1
52764,Folwell,10,25,2017,YES,4,1
52767,Midtown Phillips,10,25,2017,YES,3,1
52770,Audubon Park,10,25,2017,YES,2,1
52774,McKinley,10,25,2017,YES,4,1
52775,Jordan,10,25,2017,YES,4,1
52776,McKinley,10,25,2017,YES,4,1
52777,Phillips West,10,25,2017,YES,3,1
52790,Near - North,10,25,2017,YES,4,1
52791,Hawthorne,10,25,2017,YES,4,1
52804,Downtown East,10,25,2017,YES,1,1
52824,Hawthorne,10,25,2017,YES,4,1
52825,Holland,10,25,2017,YES,2,1
52830,Tangletown,10,25,2017,YES,5,1
52846,Jordan,10,26,2017,YES,4,1
52852,Cleveland,10,26,2017,YES,4,1
52857,Lowry Hill East,10,26,2017,YES,5,1
52870,Lyndale,10,26,2017,YES,5,1
52874,CARAG,10,26,2017,YES,5,1
52883,Phillips West,10,26,2017,YES,3,1
52899,CARAG,10,26,2017,YES,5,1
52900,Downtown West,10,26,2017,YES,1,1
52901,King Field,10,26,2017,YES,5,1
52910,Downtown West,10,26,2017,YES,1,1
52916,East Phillips,10,26,2017,YES,3,1
52919,Whittier,10,26,2017,YES,5,1
52922,Downtown West,10,26,2017,YES,1,1
52927,Folwell,10,26,2017,YES,4,1
52928,Whittier,10,26,2017,YES,5,1
52944,Folwell,10,26,2017,YES,4,1
52945,Folwell,10,26,2017,YES,4,1
52957,Mid - City Industrial,10,26,2017,YES,2,1
52960,Tangletown,10,26,2017,YES,5,1
52962,Downtown East,10,26,2017,YES,1,1
52965,Harrison,10,26,2017,YES,4,1
53003,East Phillips,10,27,2017,YES,3,1
53006,East Phillips,10,27,2017,YES,3,1
53009,Linden Hills,10,27,2017,YES,5,1
53010,Midtown Phillips,10,27,2017,YES,3,1
53011,Nicollet Island - East Bank,10,27,2017,YES,2,1
53016,Midtown Phillips,10,27,2017,YES,3,1
53022,Victory,10,27,2017,YES,4,1
53024,Willard - Hay,10,27,2017,YES,4,1
53030,Near - North,10,27,2017,YES,4,1
53031,Near - North,10,27,2017,YES,4,1
53032,Victory,10,27,2017,YES,4,1
53035,Near - North,10,27,2017,YES,4,1
53041,Hawthorne,10,27,2017,YES,4,1
53042,McKinley,10,27,2017,YES,4,1
53043,Folwell,10,27,2017,YES,4,1
53046,Folwell,10,27,2017,YES,4,1
53048,King Field,10,27,2017,YES,5,1
53053,Folwell,10,27,2017,YES,4,1
53056,Downtown West,10,27,2017,YES,1,1
53101,Downtown West,10,27,2017,YES,1,1
53151,Whittier,10,28,2017,YES,5,1
53153,Lowry Hill East,10,28,2017,YES,5,1
53166,Ventura Village,10,28,2017,YES,3,1
53168,Steven's Square - Loring Heights,10,28,2017,YES,5,1
53169,Phillips West,10,28,2017,YES,3,1
53177,Lyndale,10,28,2017,YES,5,1
53181,Steven's Square - Loring Heights,10,28,2017,YES,5,1
53220,Nicollet Island - East Bank,10,28,2017,YES,2,1
53223,Nicollet Island - East Bank,10,28,2017,YES,2,1
53226,Nicollet Island - East Bank,10,28,2017,YES,2,1
53231,Downtown West,10,28,2017,YES,1,1
53234,North Loop,10,28,2017,YES,1,1
53247,Como,10,28,2017,YES,2,1
53260,Downtown West,10,29,2017,YES,1,1
53262,Marcy Holmes,10,29,2017,YES,2,1
53273,University of Minnesota,10,29,2017,YES,2,1
53290,Nicollet Island - East Bank,10,29,2017,YES,2,1
53296,Nicollet Island - East Bank,10,29,2017,YES,2,1
