OBJECTID,responseDate,citationIssued,lat,lon,gender,neighborhood,responseDow,responseDay,responseMonth,responseMonthName,responseYear
63559,2018-01-28 07:22:19.000000,NO,45.03383886,-93.24729385,Male,Waite Park,0,28,01,Jan,2018
63560,2018-01-28 07:30:15.000000,NO,45.0276184,-93.24542226,Male,Waite Park,0,28,01,Jan,2018
63561,2018-01-28 07:50:21.000000,NO,44.99139695,-93.25119596,Male,Nicollet Island - East Bank,0,28,01,Jan,2018
63562,2018-01-28 08:05:04.000000,NO,44.98987468,-93.23584105,Male,Como,0,28,01,Jan,2018
63563,2018-01-28 08:52:30.000000,NO,44.96332683,-93.27781326,Male,Steven's Square - Loring Heights,0,28,01,Jan,2018
63564,2018-01-28 08:55:39.000000,NO,44.90475164,-93.31627465,Male,Armatage,0,28,01,Jan,2018
63565,2018-01-28 08:57:00.000000,NO,44.967240000000004,-93.27646,Male,Loring Park,0,28,01,Jan,2018
63566,2018-01-28 09:09:15.000000,NO,45.01072841,-93.28413527,Other,Hawthorne,0,28,01,Jan,2018
63567,2018-01-28 09:10:40.000000,YES,44.98981788,-93.24298950000001,Male,Marcy Holmes,0,28,01,Jan,2018
63569,2018-01-28 09:21:28.000000,YES,44.98829,-93.24238000000001,Female,Marcy Holmes,0,28,01,Jan,2018
63570,2018-01-28 09:28:29.000000,NO,44.94834704,-93.27880784,Male,Lyndale,0,28,01,Jan,2018
63571,2018-01-28 09:30:10.000000,YES,44.98773916,-93.25710591,Male,Nicollet Island - East Bank,0,28,01,Jan,2018
63572,2018-01-28 09:43:44.000000,NO,44.9783385,-93.27106522,Other,Downtown West,0,28,01,Jan,2018
63573,2018-01-28 09:55:27.000000,NO,44.93593268,-93.27597632,Other,King Field,0,28,01,Jan,2018
63574,2018-01-28 10:39:40.000000,NO,44.967729999999996,-93.28186,Male,Loring Park,0,28,01,Jan,2018
63576,2018-01-28 11:15:11.000000,NO,44.950070000000004,-93.27028,Other,Phillips West,0,28,01,Jan,2018
63577,2018-01-28 11:53:43.000000,NO,44.90153642,-93.30929259999999,Male,Armatage,0,28,01,Jan,2018
63578,2018-01-28 11:54:00.000000,NO,44.949259999999995,-93.29828,Male,Lowry Hill East,0,28,01,Jan,2018
63579,2018-01-28 11:56:40.000000,NO,44.98086593,-93.27076425,Other,Downtown West,0,28,01,Jan,2018
63581,2018-01-28 12:10:32.000000,NO,45.01073,-93.28643000000001,Male,Hawthorne,0,28,01,Jan,2018
63582,2018-01-28 12:30:52.000000,NO,44.94663,-93.27793,Male,Lyndale,0,28,01,Jan,2018
63583,2018-01-28 13:00:10.000000,NO,44.92603437,-93.22084546,Male,Hiawatha,0,28,01,Jan,2018
63584,2018-01-28 13:10:13.000000,NO,44.948370000000004,-93.2525,Male,East Phillips,0,28,01,Jan,2018
63585,2018-01-28 13:19:36.000000,YES,44.96090002,-93.26831722,Male,Ventura Village,0,28,01,Jan,2018
63586,2018-01-28 13:32:07.000000,NO,45.02152013,-93.26273756,Male,Marshall Terrace,0,28,01,Jan,2018
63589,2018-01-28 13:50:30.000000,NO,45.00741203,-93.25093265,Female,Logan Park,0,28,01,Jan,2018
63590,2018-01-28 14:17:59.000000,NO,44.96789104,-93.2778163,Other,Loring Park,0,28,01,Jan,2018
63591,2018-01-28 14:30:06.000000,NO,45.02128102,-93.24727573,Male,Audubon Park,0,28,01,Jan,2018
63593,2018-01-28 15:04:51.000000,NO,44.89891671,-93.23998462,Other,Wenonah,0,28,01,Jan,2018
63594,2018-01-28 15:25:38.000000,NO,45.00598,-93.30062,Female,Jordan,0,28,01,Jan,2018
63595,2018-01-28 15:41:02.000000,YES,44.91965222,-93.27602598,Female,Tangletown,0,28,01,Jan,2018
63596,2018-01-28 15:44:07.000000,NO,44.94664,-93.27537,Female,Lyndale,0,28,01,Jan,2018
63597,2018-01-28 15:45:47.000000,NO,44.999520000000004,-93.30066,Male,Willard - Hay,0,28,01,Jan,2018
63598,2018-01-28 16:03:57.000000,NO,44.94836,-93.28555,Male,Whittier,0,28,01,Jan,2018
63599,2018-01-28 16:10:04.000000,NO,45.00309,-93.30329,Male,Jordan,0,28,01,Jan,2018
63600,2018-01-28 16:19:40.000000,NO,45.0031602,-93.29563607,Male,Jordan,0,28,01,Jan,2018
63601,2018-01-28 16:25:52.000000,YES,45.01316033,-93.25711473,Male,Holland,0,28,01,Jan,2018
63602,2018-01-28 16:42:06.000000,YES,45.01406587,-93.24733737,Female,Audubon Park,0,28,01,Jan,2018
63603,2018-01-28 16:48:25.000000,NO,45.04842556,-93.29150504,Other,Lind - Bohanon,0,28,01,Jan,2018
63604,2018-01-28 16:53:37.000000,NO,44.969658200000005,-93.25060737,Male,Cedar Riverside,0,28,01,Jan,2018
63605,2018-01-28 16:57:31.000000,YES,44.94835251,-93.27094948,Male,Phillips West,0,28,01,Jan,2018
63606,2018-01-28 17:00:10.000000,NO,44.901579999999996,-93.26145,Other,Diamond Lake,0,28,01,Jan,2018
63607,2018-01-28 17:07:05.000000,NO,45.01316,-93.2543,Male,Holland,0,28,01,Jan,2018
63609,2018-01-28 17:15:23.000000,NO,44.92235423,-93.2270529,Other,Ericsson,0,28,01,Jan,2018
63610,2018-01-28 17:30:14.000000,NO,44.9987,-93.26593000000001,Male,Sheridan,0,28,01,Jan,2018
63611,2018-01-28 17:42:54.000000,NO,44.94225437,-93.27535711,Male,Lyndale,0,28,01,Jan,2018
63612,2018-01-28 17:52:15.000000,NO,44.93952,-93.2814,Male,Lyndale,0,28,01,Jan,2018
63613,2018-01-28 17:55:35.000000,NO,44.97398,-93.2747,Male,Downtown West,0,28,01,Jan,2018
63614,2018-01-28 17:56:44.000000,NO,45.02753847,-93.26009008,Male,Columbia Park,0,28,01,Jan,2018
63615,2018-01-28 17:57:40.000000,NO,44.94133955,-93.28050634,Other,Lyndale,0,28,01,Jan,2018
63616,2018-01-28 17:59:43.000000,NO,44.94664,-93.27537,Female,Lyndale,0,28,01,Jan,2018
63617,2018-01-28 18:19:57.000000,YES,44.99510745,-93.22346822,Male,Mid - City Industrial,0,28,01,Jan,2018
63618,2018-01-28 18:28:09.000000,NO,44.9627,-93.288,Male,Steven's Square - Loring Heights,0,28,01,Jan,2018
63619,2018-01-28 18:28:34.000000,NO,45.01956023,-93.30826503,Male,Folwell,0,28,01,Jan,2018
63620,2018-01-28 18:42:01.000000,NO,44.97362151,-93.22639333,Other,Prospect Park - East River Road,0,28,01,Jan,2018
63621,2018-01-28 18:49:29.000000,NO,44.97802,-93.27703000000001,Male,Downtown West,0,28,01,Jan,2018
63622,2018-01-28 19:00:19.000000,NO,44.95554,-93.27787,Female,Whittier,0,28,01,Jan,2018
63623,2018-01-28 19:05:44.000000,NO,44.95196,-93.24739,Male,East Phillips,0,28,01,Jan,2018
63624,2018-01-28 19:07:23.000000,NO,45.010870000000004,-93.24913000000001,Male,Holland,0,28,01,Jan,2018
63625,2018-01-28 19:17:44.000000,YES,44.98006470000001,-93.27188308,Female,Downtown West,0,28,01,Jan,2018
63626,2018-01-28 19:32:13.000000,NO,44.94394121,-93.27792873,Male,Lyndale,0,28,01,Jan,2018
63627,2018-01-28 19:33:04.000000,YES,44.97879442,-93.27632636,Male,Downtown West,0,28,01,Jan,2018
63628,2018-01-28 19:42:03.000000,NO,44.94660031,-93.28053439,Male,Lyndale,0,28,01,Jan,2018
63629,2018-01-28 19:42:45.000000,NO,45.01685,-93.30825,Male,Folwell,0,28,01,Jan,2018
63630,2018-01-28 19:43:37.000000,NO,44.97839171,-93.27422196,Male,Downtown West,0,28,01,Jan,2018
63631,2018-01-28 19:45:38.000000,YES,44.98006470000001,-93.27188308,Male,Downtown West,0,28,01,Jan,2018
63632,2018-01-28 20:15:21.000000,NO,44.95731878,-93.27721111,Female,Whittier,0,28,01,Jan,2018
63633,2018-01-28 20:19:21.000000,NO,44.96268936,-93.27592097,Male,Steven's Square - Loring Heights,0,28,01,Jan,2018
63635,2018-01-29 00:35:17.000000,NO,45.01858553,-93.24642012,Male,Audubon Park,1,29,01,Jan,2018
63636,2018-01-29 01:07:40.000000,NO,44.93412,-93.23971999999999,Male,Standish,1,29,01,Jan,2018
63638,2018-01-29 02:15:02.000000,NO,44.97743954,-93.27351637,Male,Downtown West,1,29,01,Jan,2018
63639,2018-01-29 02:19:33.000000,NO,44.96051827,-93.29302864,Female,East Isles,1,29,01,Jan,2018
63640,2018-01-29 02:38:32.000000,NO,44.9609,-93.2796,Male,Whittier,1,29,01,Jan,2018
63641,2018-01-29 02:55:51.000000,NO,44.95378,-93.21437,Male,Cooper,1,29,01,Jan,2018
63642,2018-01-29 03:35:58.000000,YES,44.96091,-93.26257,Male,Ventura Village,1,29,01,Jan,2018
63643,2018-01-29 04:14:32.000000,NO,44.98053512,-93.26362691,Other,Downtown West,1,29,01,Jan,2018
63646,2018-01-29 05:18:43.000000,NO,44.95301526,-93.27408256,Male,Whittier,1,29,01,Jan,2018
63647,2018-01-29 05:34:16.000000,NO,45.03545356,-93.28909634,Male,Lind - Bohanon,1,29,01,Jan,2018
63648,2018-01-29 05:44:29.000000,NO,44.93769515,-93.29267035,Male,East Harriet,1,29,01,Jan,2018
63649,2018-01-29 05:57:00.000000,NO,44.92423163,-93.26127348,Male,Northrop,1,29,01,Jan,2018
63651,2018-01-29 07:05:31.000000,NO,44.89870621,-93.22418506,Male,Wenonah,1,29,01,Jan,2018
63652,2018-01-29 07:28:34.000000,YES,44.97206108,-93.29169908,Male,Lowry Hill,1,29,01,Jan,2018
63653,2018-01-29 07:32:42.000000,NO,45.02887277,-93.26005655,Male,Columbia Park,1,29,01,Jan,2018
63654,2018-01-29 07:44:04.000000,NO,44.96000889,-93.27960819,Male,Whittier,1,29,01,Jan,2018
63655,2018-01-29 08:13:55.000000,NO,45.04136332,-93.29919146,Other,Lind - Bohanon,1,29,01,Jan,2018
63657,2018-01-29 08:21:25.000000,YES,45.01680066,-93.26952678,Male,Marshall Terrace,1,29,01,Jan,2018
63658,2018-01-29 09:16:27.000000,NO,45.000240000000005,-93.29105,Male,Hawthorne,1,29,01,Jan,2018
63659,2018-01-29 09:32:46.000000,YES,44.95375,-93.24991999999999,Female,East Phillips,1,29,01,Jan,2018
63660,2018-01-29 10:16:03.000000,NO,44.9459114,-93.22568433,Male,Longfellow,1,29,01,Jan,2018
63661,2018-01-29 10:17:22.000000,YES,44.990840000000006,-93.29565,Female,Near - North,1,29,01,Jan,2018
63664,2018-01-29 11:15:22.000000,NO,44.90404849,-93.27870656,Male,Windom,1,29,01,Jan,2018
63665,2018-01-29 12:30:10.000000,NO,44.91701363,-93.26645247,Male,Field,1,29,01,Jan,2018
63666,2018-01-29 12:33:54.000000,NO,44.91964089,-93.27730956,Female,King Field,1,29,01,Jan,2018
63667,2018-01-29 12:36:04.000000,NO,44.972809999999996,-93.27195,Other,Downtown West,1,29,01,Jan,2018
63668,2018-01-29 13:07:41.000000,YES,44.98153641,-93.23677981,Male,Marcy Holmes,1,29,01,Jan,2018
63669,2018-01-29 13:42:56.000000,NO,45.02391,-93.28264,Female,Webber - Camden,1,29,01,Jan,2018
63670,2018-01-29 14:30:43.000000,NO,44.99635,-93.28158,Male,Near - North,1,29,01,Jan,2018
63672,2018-01-29 14:33:46.000000,NO,44.94836420000001,-93.29001302,Female,CARAG,1,29,01,Jan,2018
63673,2018-01-29 14:44:27.000000,NO,44.99913516,-93.28682309,Male,Near - North,1,29,01,Jan,2018
63674,2018-01-29 15:12:25.000000,NO,44.94565013,-93.24740293,Male,Corcoran,1,29,01,Jan,2018
63675,2018-01-29 15:21:26.000000,NO,44.95006,-93.25249000000001,Female,Midtown Phillips,1,29,01,Jan,2018
63676,2018-01-29 15:33:47.000000,NO,44.93955056,-93.27342134,Female,Central,1,29,01,Jan,2018
63677,2018-01-29 15:48:02.000000,YES,44.93774285,-93.27597561,Male,King Field,1,29,01,Jan,2018
63678,2018-01-29 15:50:10.000000,NO,44.95732052,-93.27593551,Male,Whittier,1,29,01,Jan,2018
63679,2018-01-29 15:54:25.000000,NO,44.988479999999996,-93.25496,Male,Nicollet Island - East Bank,1,29,01,Jan,2018
63680,2018-01-29 15:55:59.000000,NO,44.94050118,-93.2216771,Other,Howe,1,29,01,Jan,2018
63681,2018-01-29 15:56:25.000000,NO,44.97503415,-93.27972343,Male,Downtown West,1,29,01,Jan,2018
63682,2018-01-29 15:58:30.000000,NO,44.95284261,-93.27965923,Male,Whittier,1,29,01,Jan,2018
63683,2018-01-29 16:00:45.000000,NO,44.95732,-93.27786,Other,Whittier,1,29,01,Jan,2018
63684,2018-01-29 16:16:46.000000,NO,44.93773399,-93.27727558,Male,Lyndale,1,29,01,Jan,2018
63686,2018-01-29 16:34:06.000000,NO,45.00423,-93.30337,Male,Jordan,1,29,01,Jan,2018
63687,2018-01-29 16:34:14.000000,NO,44.957217299999996,-93.24485196,Male,East Phillips,1,29,01,Jan,2018
63688,2018-01-29 16:34:14.000000,YES,45.00938793,-93.24914119,Female,Holland,1,29,01,Jan,2018
63689,2018-01-29 16:48:19.000000,NO,44.94473,-93.29195,Male,CARAG,1,29,01,Jan,2018
63691,2018-01-29 17:16:36.000000,NO,44.94835,-93.27538,Female,Whittier,1,29,01,Jan,2018
63692,2018-01-29 17:16:58.000000,NO,44.99149848,-93.30257997,Male,Near - North,1,29,01,Jan,2018
63693,2018-01-29 17:18:08.000000,NO,44.96001488,-93.28674952,Male,Whittier,1,29,01,Jan,2018
63694,2018-01-29 17:23:19.000000,NO,44.99059354,-93.30195912,Male,Near - North,1,29,01,Jan,2018
63695,2018-01-29 17:24:26.000000,NO,44.96268891,-93.27718538,Male,Steven's Square - Loring Heights,1,29,01,Jan,2018
63696,2018-01-29 17:24:39.000000,NO,44.94834704,-93.27880784,Male,Lyndale,1,29,01,Jan,2018
63697,2018-01-29 17:26:31.000000,NO,45.00598,-93.29936,Female,Jordan,1,29,01,Jan,2018
63699,2018-01-29 18:15:45.000000,NO,44.94474,-93.2474,Female,Corcoran,1,29,01,Jan,2018
63701,2018-01-29 18:22:16.000000,NO,44.94473,-93.27793,Male,Lyndale,1,29,01,Jan,2018
63702,2018-01-29 19:05:43.000000,NO,44.941359999999996,-93.25372,Male,Powderhorn Park,1,29,01,Jan,2018
63703,2018-01-29 19:14:16.000000,NO,44.95374,-93.28296999999999,Male,Whittier,1,29,01,Jan,2018
63704,2018-01-29 19:16:15.000000,NO,44.9734,-93.27331,Other,Downtown West,1,29,01,Jan,2018
63705,2018-01-29 19:23:08.000000,NO,44.94835,-93.27411,Female,Central,1,29,01,Jan,2018
63706,2018-01-29 19:33:36.000000,NO,44.99910753,-93.27890309,Male,Near - North,1,29,01,Jan,2018
63708,2018-01-29 19:41:18.000000,NO,44.9987097,-93.25435295,Male,St. Anthony East,1,29,01,Jan,2018
63709,2018-01-29 20:05:31.000000,NO,44.96333,-93.29079,Female,Lowry Hill East,1,29,01,Jan,2018
63710,2018-01-29 20:28:59.000000,NO,44.95194,-93.27660999999999,Male,Whittier,1,29,01,Jan,2018
63711,2018-01-29 20:31:41.000000,YES,44.98531397,-93.31106208,Other,Willard - Hay,1,29,01,Jan,2018
63712,2018-01-29 20:55:46.000000,NO,44.93502056,-93.24734659999999,Male,Powderhorn Park,1,29,01,Jan,2018
63713,2018-01-29 21:25:49.000000,NO,45.01497,-93.24556,Female,Audubon Park,1,29,01,Jan,2018
63714,2018-01-29 21:38:22.000000,YES,45.01497,-93.24556,Male,Audubon Park,1,29,01,Jan,2018
63715,2018-01-29 22:09:21.000000,NO,44.97460525,-93.27763882,Male,Downtown West,1,29,01,Jan,2018
63717,2018-01-29 23:24:28.000000,NO,45.01940339,-93.28803356,Other,McKinley,1,29,01,Jan,2018
63719,2018-01-30 00:37:23.000000,NO,44.97362151,-93.22639333,Male,Prospect Park - East River Road,2,30,01,Jan,2018
63720,2018-01-30 01:18:28.000000,NO,44.94748459,-93.28810737,Male,Lyndale,2,30,01,Jan,2018
63722,2018-01-30 02:14:42.000000,NO,44.95010651,-93.30505252,Male,East Isles,2,30,01,Jan,2018
63723,2018-01-30 02:23:19.000000,NO,44.96093741,-93.30045774,Female,Lowry Hill,2,30,01,Jan,2018
63724,2018-01-30 02:27:10.000000,NO,44.959109999999995,-93.27962,Male,Whittier,2,30,01,Jan,2018
63725,2018-01-30 02:33:19.000000,NO,44.96494435,-93.30325932,Female,Lowry Hill,2,30,01,Jan,2018
63726,2018-01-30 02:58:18.000000,NO,44.94382691,-93.25374097,Male,Powderhorn Park,2,30,01,Jan,2018
63727,2018-01-30 03:21:08.000000,NO,44.97543284,-93.27342211,Other,Downtown West,2,30,01,Jan,2018
63728,2018-01-30 03:25:56.000000,NO,44.97087,-93.27354,Other,Downtown West,2,30,01,Jan,2018
63729,2018-01-30 04:10:58.000000,NO,44.99870888,-93.24163178,Male,Northeast Park,2,30,01,Jan,2018
63731,2018-01-30 06:31:52.000000,NO,44.94835805,-93.26204108,Female,Powderhorn Park,2,30,01,Jan,2018
63732,2018-01-30 06:35:47.000000,NO,45.0133,-93.31862,Male,Jordan,2,30,01,Jan,2018
63733,2018-01-30 06:55:51.000000,NO,44.94582064,-93.27028239,Female,Central,2,30,01,Jan,2018
63734,2018-01-30 07:00:51.000000,NO,44.94581327,-93.27282893,Male,Central,2,30,01,Jan,2018
63735,2018-01-30 07:43:04.000000,NO,45.01037758,-93.24735991,Male,Holland,2,30,01,Jan,2018
63736,2018-01-30 07:58:13.000000,NO,44.989909999999995,-93.25237,Male,Marcy Holmes,2,30,01,Jan,2018
63737,2018-01-30 07:59:35.000000,NO,44.99228172,-93.29944245,Other,Near - North,2,30,01,Jan,2018
63739,2018-01-30 08:33:56.000000,NO,44.90078489,-93.23362691,Other,Wenonah,2,30,01,Jan,2018
63740,2018-01-30 08:58:10.000000,NO,44.94656517,-93.23469966,Male,Longfellow,2,30,01,Jan,2018
63742,2018-01-30 09:19:52.000000,NO,44.92782565,-93.24479613,Other,Standish,2,30,01,Jan,2018
63743,2018-01-30 09:21:37.000000,NO,45.000240000000005,-93.28183,Male,Hawthorne,2,30,01,Jan,2018
63744,2018-01-30 09:37:12.000000,NO,44.94958302,-93.27664165,Other,Whittier,2,30,01,Jan,2018
63745,2018-01-30 09:56:58.000000,NO,44.99372605,-93.22409888,Other,Mid - City Industrial,2,30,01,Jan,2018
63746,2018-01-30 10:11:08.000000,NO,45.00686185,-93.24100093,Male,Windom Park,2,30,01,Jan,2018
63747,2018-01-30 10:46:55.000000,NO,44.96260466,-93.24512064,Male,Seward,2,30,01,Jan,2018
63748,2018-01-30 10:47:57.000000,NO,44.999140000000004,-93.28799000000001,Male,Hawthorne,2,30,01,Jan,2018
63749,2018-01-30 11:15:54.000000,NO,44.99914804,-93.29181556,Male,Near - North,2,30,01,Jan,2018
63750,2018-01-30 11:27:19.000000,NO,44.93956,-93.26383,Male,Central,2,30,01,Jan,2018
63751,2018-01-30 11:38:39.000000,YES,44.94920748,-93.30657039,Female,Cedar - Isles - Dean,2,30,01,Jan,2018
63752,2018-01-30 11:43:09.000000,NO,44.94565123,-93.29831537,Female,ECCO,2,30,01,Jan,2018
63754,2018-01-30 11:50:24.000000,NO,45.000240000000005,-93.29105,Female,Hawthorne,2,30,01,Jan,2018
63757,2018-01-30 12:10:54.000000,NO,45.000240000000005,-93.28494,Other,Hawthorne,2,30,01,Jan,2018
63758,2018-01-30 12:14:55.000000,NO,44.93412,-93.23339,Female,Standish,2,30,01,Jan,2018
63759,2018-01-30 12:17:24.000000,NO,44.94044624,-93.27663397,Other,Lyndale,2,30,01,Jan,2018
63760,2018-01-30 12:30:16.000000,NO,45.00951,-93.28644,Male,Hawthorne,2,30,01,Jan,2018
63761,2018-01-30 12:39:22.000000,NO,44.94835457,-93.28218485,Female,Lyndale,2,30,01,Jan,2018
63762,2018-01-30 12:49:27.000000,NO,45.04119379,-93.28887405,Male,Lind - Bohanon,2,30,01,Jan,2018
63764,2018-01-30 13:10:53.000000,NO,44.93411875,-93.24923903,Male,Bancroft,2,30,01,Jan,2018
63765,2018-01-30 13:24:51.000000,NO,44.968059999999994,-93.26894,Other,Elliot Park,2,30,01,Jan,2018
63766,2018-01-30 14:05:36.000000,NO,44.948370000000004,-93.24231,Male,Corcoran,2,30,01,Jan,2018
63768,2018-01-30 14:13:03.000000,NO,44.94836708,-93.25314102,Male,Midtown Phillips,2,30,01,Jan,2018
63770,2018-01-30 14:41:02.000000,NO,44.96716,-93.27225,Other,Loring Park,2,30,01,Jan,2018
63771,2018-01-30 14:52:20.000000,NO,44.94747989,-93.29956376,Male,ECCO,2,30,01,Jan,2018
63772,2018-01-30 14:55:15.000000,NO,44.96900367,-93.25672375,Male,Elliot Park,2,30,01,Jan,2018
63773,2018-01-30 15:14:00.000000,NO,45.00442,-93.23589,Male,Northeast Park,2,30,01,Jan,2018
63776,2018-01-30 15:28:57.000000,NO,45.00526,-93.26158000000001,Male,Holland,2,30,01,Jan,2018
63777,2018-01-30 15:30:40.000000,NO,44.97535,-93.2717,Other,Downtown West,2,30,01,Jan,2018
63778,2018-01-30 15:36:16.000000,NO,44.968059999999994,-93.26894,Other,Elliot Park,2,30,01,Jan,2018
63779,2018-01-30 15:39:08.000000,NO,44.96381467,-93.24546939,Male,Seward,2,30,01,Jan,2018
63780,2018-01-30 15:54:32.000000,NO,44.98037,-93.27374,Female,Downtown West,2,30,01,Jan,2018
63781,2018-01-30 15:59:29.000000,NO,44.97840720000001,-93.27881908,Male,Downtown West,2,30,01,Jan,2018
63783,2018-01-30 16:14:52.000000,NO,44.94836452,-93.25441298,Male,Powderhorn Park,2,30,01,Jan,2018
63784,2018-01-30 16:40:57.000000,NO,45.009609999999995,-93.30443000000001,Female,Jordan,2,30,01,Jan,2018
63785,2018-01-30 16:47:48.000000,NO,44.98209,-93.26908,Other,Downtown West,2,30,01,Jan,2018
63786,2018-01-30 16:54:42.000000,NO,44.94836,-93.2881,Female,Lowry Hill East,2,30,01,Jan,2018
63787,2018-01-30 16:56:50.000000,NO,45.01316792,-93.26095379,Female,Holland,2,30,01,Jan,2018
63788,2018-01-30 17:07:58.000000,NO,44.96953,-93.23979,Female,Cedar Riverside,2,30,01,Jan,2018
63789,2018-01-30 17:13:29.000000,NO,44.94213575,-93.2779189,Male,Lyndale,2,30,01,Jan,2018
63790,2018-01-30 17:31:11.000000,NO,44.9915,-93.23719,Female,Beltrami,2,30,01,Jan,2018
63791,2018-01-30 17:33:09.000000,NO,44.95821922,-93.27962189,Male,Whittier,2,30,01,Jan,2018
63792,2018-01-30 17:45:34.000000,YES,44.9987,-93.26325,Male,St. Anthony West,2,30,01,Jan,2018
63793,2018-01-30 17:48:33.000000,NO,44.96331994,-93.2765804,Male,Steven's Square - Loring Heights,2,30,01,Jan,2018
63794,2018-01-30 17:48:41.000000,NO,44.97447173,-93.25115192,Male,Downtown East,2,30,01,Jan,2018
63795,2018-01-30 17:50:48.000000,NO,45.00473138,-93.2630944,Male,Sheridan,2,30,01,Jan,2018
63796,2018-01-30 17:57:21.000000,NO,44.96620719,-93.24569062,Other,Cedar Riverside,2,30,01,Jan,2018
63797,2018-01-30 18:03:29.000000,NO,44.948370000000004,-93.25378,Male,Powderhorn Park,2,30,01,Jan,2018
63798,2018-01-30 18:10:56.000000,NO,44.99956029,-93.23361192,Male,Mid - City Industrial,2,30,01,Jan,2018
63799,2018-01-30 18:15:32.000000,NO,45.01316755,-93.26388946,Male,Bottineau,2,30,01,Jan,2018
63800,2018-01-30 18:27:24.000000,YES,45.01679765,-93.2707346,Male,Marshall Terrace,2,30,01,Jan,2018
63801,2018-01-30 19:17:15.000000,NO,44.99869,-93.24608,Male,Beltrami,2,30,01,Jan,2018
63802,2018-01-30 19:34:10.000000,NO,44.93749256,-93.29839641,Male,CARAG,2,30,01,Jan,2018
63803,2018-01-30 20:32:35.000000,YES,45.03545,-93.30218,Male,Webber - Camden,2,30,01,Jan,2018
63805,2018-01-30 21:34:59.000000,NO,44.95194014,-93.26581352,Other,Phillips West,2,30,01,Jan,2018
63806,2018-01-30 22:25:38.000000,NO,44.98948,-93.25192,Male,Marcy Holmes,2,30,01,Jan,2018
63807,2018-01-30 23:25:24.000000,NO,44.96976154,-93.27499862,Female,Loring Park,2,30,01,Jan,2018
63808,2018-01-31 00:53:31.000000,NO,44.96275084,-93.23966581,Male,Seward,3,31,01,Jan,2018
63809,2018-01-31 01:16:55.000000,NO,45.0015,-93.29411,Other,Hawthorne,3,31,01,Jan,2018
63810,2018-01-31 01:25:26.000000,NO,44.97736687,-93.2717965,Male,Downtown West,3,31,01,Jan,2018
63812,2018-01-31 02:30:16.000000,NO,44.96319968,-93.30811383,Female,Kenwood,3,31,01,Jan,2018
63813,2018-01-31 03:13:12.000000,NO,45.01316033,-93.25711473,Female,Holland,3,31,01,Jan,2018
63814,2018-01-31 03:16:18.000000,NO,44.98724276,-93.24137946,Female,Marcy Holmes,3,31,01,Jan,2018
63815,2018-01-31 03:23:51.000000,NO,44.98856409,-93.24306912,Female,Marcy Holmes,3,31,01,Jan,2018
63816,2018-01-31 03:36:47.000000,NO,44.98737451,-93.24493815,Male,Marcy Holmes,3,31,01,Jan,2018
63817,2018-01-31 03:46:30.000000,NO,44.98890601,-93.24555507,Female,Marcy Holmes,3,31,01,Jan,2018
63819,2018-01-31 03:52:09.000000,NO,44.92423297,-93.24857815,Other,Northrop,3,31,01,Jan,2018
63820,2018-01-31 03:52:47.000000,NO,44.93412,-93.24734000000001,Male,Standish,3,31,01,Jan,2018
63821,2018-01-31 04:10:14.000000,NO,44.98890601,-93.24555507,Male,Marcy Holmes,3,31,01,Jan,2018
63822,2018-01-31 04:18:04.000000,YES,44.98724276,-93.24137946,Female,Marcy Holmes,3,31,01,Jan,2018
63823,2018-01-31 04:39:04.000000,NO,44.94954814,-93.28300416,Female,Whittier,3,31,01,Jan,2018
63824,2018-01-31 04:55:29.000000,NO,44.96889,-93.28806999999999,Male,Loring Park,3,31,01,Jan,2018
63825,2018-01-31 06:02:56.000000,NO,44.91625,-93.2168,Female,Minnehaha,3,31,01,Jan,2018
63826,2018-01-31 06:04:19.000000,NO,44.91236,-93.30742,Male,Lynnhurst,3,31,01,Jan,2018
63827,2018-01-31 06:07:20.000000,NO,44.93321267,-93.23465197,Female,Standish,3,31,01,Jan,2018
63829,2018-01-31 06:12:02.000000,NO,44.9026082,-93.23233401,Male,Wenonah,3,31,01,Jan,2018
63830,2018-01-31 06:24:45.000000,YES,45.00926961,-93.26310961,Male,Holland,3,31,01,Jan,2018
63832,2018-01-31 06:33:13.000000,NO,44.96638544,-93.20936995,Male,Prospect Park - East River Road,3,31,01,Jan,2018
63834,2018-01-31 06:43:16.000000,NO,45.02126793,-93.29560409999999,Male,Folwell,3,31,01,Jan,2018
63835,2018-01-31 06:53:16.000000,NO,45.00312776,-93.28338604,Male,Hawthorne,3,31,01,Jan,2018
63836,2018-01-31 07:11:42.000000,YES,45.00692262,-93.30821233,Male,Jordan,3,31,01,Jan,2018
63837,2018-01-31 07:37:05.000000,YES,44.96180077,-93.2778187,Male,Whittier,3,31,01,Jan,2018
63838,2018-01-31 08:10:47.000000,YES,44.98886653,-93.25339577,Female,Nicollet Island - East Bank,3,31,01,Jan,2018
63839,2018-01-31 08:19:20.000000,YES,45.00226998,-93.24797795,Male,Logan Park,3,31,01,Jan,2018
63840,2018-01-31 08:34:13.000000,YES,45.03253325,-93.24737655,Male,Waite Park,3,31,01,Jan,2018
63841,2018-01-31 08:54:24.000000,NO,44.98851,-93.25851999999999,Female,Nicollet Island - East Bank,3,31,01,Jan,2018
63842,2018-01-31 09:17:03.000000,NO,44.99005825,-93.24682277,Male,Marcy Holmes,3,31,01,Jan,2018
